person_id,zone_id,income_segment,income_rp_k,car_owner,moto_owner,time_car,cost_car,time_moto,cost_moto,time_4wrh,cost_4wrh,time_2wrh,cost_2wrh,time_krl,cost_krl,time_tj,cost_tj,time_royal,cost_royal,time_lrt,cost_lrt,time_mrt,cost_mrt,V_car,V_moto,V_4wrh,V_2wrh,V_krl,V_tj,V_royal,V_lrt,V_mrt
3861,J4,mid,10956,0,1,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
3862,J2,mid,7454,1,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3863,J2,mid,8963,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3864,J1b,low,2924,1,0,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
3865,J4,mid,8591,0,1,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
3866,J2,low,3064,1,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3867,J3b,mid,11304,1,1,62.6,114.472,48.9,13.05,69.6,92.85,53.9,53.2,,,85.0,3.5,90.0,37.05,,,,,-199.21023999999997,-131.75699999999998,-374.251,-349.33399999999995,-inf,-96.22,-169.56099999999998,-inf,-inf
3868,J2,mid,8939,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3869,J4,mid,9191,0,1,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
3870,J2,low,2730,0,0,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3871,J2,mid,9509,1,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3872,J2,mid,9102,0,0,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3873,J1a,low,2885,0,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
3874,J3a,mid,7411,1,1,56.4,105.493,44.1,11.75,63.4,83.75,49.1,48.0,40.0,6.2,,,80.0,35.75,,,,,-182.74005999999997,-118.679,-339.69100000000003,-317.47,-117.60400000000001,-inf,-154.715,-inf,-inf
3875,J2,low,3140,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3876,J2,high,23283,1,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3877,J4,mid,7706,0,1,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
3878,J2,mid,8754,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3879,J1a,low,2422,0,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
3880,J2,mid,10283,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3881,J2,mid,9662,0,0,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3882,J1b,low,2806,0,1,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
3883,J3b,high,18766,0,1,62.6,114.472,48.9,13.05,69.6,92.85,53.9,53.2,,,85.0,3.5,90.0,37.05,,,,,-199.21023999999997,-131.75699999999998,-374.251,-349.33399999999995,-inf,-96.22,-169.56099999999998,-inf,-inf
3884,J4,high,23934,1,0,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
3885,J4,low,3044,0,1,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
3886,J4,mid,10088,0,1,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
3887,J2,high,22114,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3888,J4,low,2929,0,0,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
3889,J5,low,3001,0,1,20.9,52.755,16.3,4.35,27.9,31.95,21.3,18.4,15.0,3.24,30.0,3.5,,,,,15.0,5.61,-86.5521,-43.11899999999999,-142.24,-133.658,-45.400800000000004,-37.37,-inf,-inf,-52.366200000000006
3890,J2,mid,8935,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3891,J3b,mid,8296,1,1,62.6,114.472,48.9,13.05,69.6,92.85,53.9,53.2,,,85.0,3.5,90.0,37.05,,,,,-199.21023999999997,-131.75699999999998,-374.251,-349.33399999999995,-inf,-96.22,-169.56099999999998,-inf,-inf
3892,J1a,mid,8391,0,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
3893,J3a,mid,9079,1,1,56.4,105.493,44.1,11.75,63.4,83.75,49.1,48.0,40.0,6.2,,,80.0,35.75,,,,,-182.74005999999997,-118.679,-339.69100000000003,-317.47,-117.60400000000001,-inf,-154.715,-inf,-inf
3894,J3b,low,3174,0,1,62.6,114.472,48.9,13.05,69.6,92.85,53.9,53.2,,,85.0,3.5,90.0,37.05,,,,,-199.21023999999997,-131.75699999999998,-374.251,-349.33399999999995,-inf,-96.22,-169.56099999999998,-inf,-inf
3895,J4,high,22605,1,0,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
3896,J5,low,3120,0,1,20.9,52.755,16.3,4.35,27.9,31.95,21.3,18.4,15.0,3.24,30.0,3.5,,,,,15.0,5.61,-86.5521,-43.11899999999999,-142.24,-133.658,-45.400800000000004,-37.37,-inf,-inf,-52.366200000000006
3897,J5,mid,7712,0,1,20.9,52.755,16.3,4.35,27.9,31.95,21.3,18.4,15.0,3.24,30.0,3.5,,,,,15.0,5.61,-86.5521,-43.11899999999999,-142.24,-133.658,-45.400800000000004,-37.37,-inf,-inf,-52.366200000000006
3898,J1a,mid,8125,0,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
3899,J2,mid,8968,1,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3900,J2,high,21081,1,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3901,J1a,mid,8532,1,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
3902,J4,high,24959,0,1,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
3903,J5,mid,8856,1,1,20.9,52.755,16.3,4.35,27.9,31.95,21.3,18.4,15.0,3.24,30.0,3.5,,,,,15.0,5.61,-86.5521,-43.11899999999999,-142.24,-133.658,-45.400800000000004,-37.37,-inf,-inf,-52.366200000000006
3904,J2,low,3287,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3905,J1a,low,3069,0,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
3906,J5,high,21964,1,1,20.9,52.755,16.3,4.35,27.9,31.95,21.3,18.4,15.0,3.24,30.0,3.5,,,,,15.0,5.61,-86.5521,-43.11899999999999,-142.24,-133.658,-45.400800000000004,-37.37,-inf,-inf,-52.366200000000006
3907,J2,mid,10366,0,0,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3908,J2,low,3243,0,0,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3909,J1a,mid,9204,1,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
3910,J5,mid,8989,0,1,20.9,52.755,16.3,4.35,27.9,31.95,21.3,18.4,15.0,3.24,30.0,3.5,,,,,15.0,5.61,-86.5521,-43.11899999999999,-142.24,-133.658,-45.400800000000004,-37.37,-inf,-inf,-52.366200000000006
3911,J1a,mid,10792,1,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
3912,J3a,low,2677,0,1,56.4,105.493,44.1,11.75,63.4,83.75,49.1,48.0,40.0,6.2,,,80.0,35.75,,,,,-182.74005999999997,-118.679,-339.69100000000003,-317.47,-117.60400000000001,-inf,-154.715,-inf,-inf
3913,J1b,mid,9439,0,1,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
3914,J2,low,3065,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3915,J4,mid,8756,0,1,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
3916,J4,low,3591,0,1,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
3917,J1b,low,3097,0,0,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
3918,J1b,mid,9019,0,1,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
3919,J2,mid,9006,1,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3920,J2,high,22812,1,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3921,J2,low,2962,0,0,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3922,J3b,mid,8541,0,1,62.6,114.472,48.9,13.05,69.6,92.85,53.9,53.2,,,85.0,3.5,90.0,37.05,,,,,-199.21023999999997,-131.75699999999998,-374.251,-349.33399999999995,-inf,-96.22,-169.56099999999998,-inf,-inf
3923,J1a,low,3163,0,0,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
3924,J2,low,3222,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3925,J1b,mid,8480,0,1,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
3926,J1b,low,2847,0,0,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
3927,J1a,low,3012,0,0,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
3928,J1a,mid,8521,0,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
3929,J2,mid,9813,1,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3930,J2,mid,7802,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3931,J1b,mid,8028,0,1,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
3932,J5,mid,10455,0,1,20.9,52.755,16.3,4.35,27.9,31.95,21.3,18.4,15.0,3.24,30.0,3.5,,,,,15.0,5.61,-86.5521,-43.11899999999999,-142.24,-133.658,-45.400800000000004,-37.37,-inf,-inf,-52.366200000000006
3933,J5,mid,9274,0,0,20.9,52.755,16.3,4.35,27.9,31.95,21.3,18.4,15.0,3.24,30.0,3.5,,,,,15.0,5.61,-86.5521,-43.11899999999999,-142.24,-133.658,-45.400800000000004,-37.37,-inf,-inf,-52.366200000000006
3934,J3a,high,20736,0,1,56.4,105.493,44.1,11.75,63.4,83.75,49.1,48.0,40.0,6.2,,,80.0,35.75,,,,,-182.74005999999997,-118.679,-339.69100000000003,-317.47,-117.60400000000001,-inf,-154.715,-inf,-inf
3935,J1b,mid,8325,0,1,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
3936,J2,high,23232,1,0,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3937,J2,mid,9439,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3938,J1a,mid,10644,0,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
3939,J2,mid,8793,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3940,J1b,low,2835,0,0,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
3941,J1a,low,2865,0,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
3942,J2,low,2956,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3943,J4,mid,8048,0,1,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
3944,J2,low,3462,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3945,J4,mid,9249,0,1,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
3946,J3b,low,2515,0,0,62.6,114.472,48.9,13.05,69.6,92.85,53.9,53.2,,,85.0,3.5,90.0,37.05,,,,,-199.21023999999997,-131.75699999999998,-374.251,-349.33399999999995,-inf,-96.22,-169.56099999999998,-inf,-inf
3947,J2,low,3435,1,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3948,J2,low,2887,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3949,J2,mid,8263,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3950,J4,low,2886,0,0,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
3951,J2,high,20655,1,0,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3952,J1a,high,23486,0,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
3953,J2,low,2953,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3954,J5,mid,8574,0,1,20.9,52.755,16.3,4.35,27.9,31.95,21.3,18.4,15.0,3.24,30.0,3.5,,,,,15.0,5.61,-86.5521,-43.11899999999999,-142.24,-133.658,-45.400800000000004,-37.37,-inf,-inf,-52.366200000000006
3955,J3b,mid,12050,1,1,62.6,114.472,48.9,13.05,69.6,92.85,53.9,53.2,,,85.0,3.5,90.0,37.05,,,,,-199.21023999999997,-131.75699999999998,-374.251,-349.33399999999995,-inf,-96.22,-169.56099999999998,-inf,-inf
3956,J2,low,3027,0,0,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3957,J4,mid,9393,0,0,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
3958,J4,high,20300,0,0,51.8,98.613,40.5,10.8,58.8,77.1,45.5,44.2,35.0,5.82,70.0,3.5,50.0,25.8,,,,,-170.21046,-108.90599999999999,-314.19399999999996,-293.714,-103.4644,-80.17,-101.586,-inf,-inf
3959,J2,mid,9164,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3960,J2,high,23578,1,0,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3961,J1b,low,2697,0,0,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
3962,J3b,high,22425,1,1,62.6,114.472,48.9,13.05,69.6,92.85,53.9,53.2,,,85.0,3.5,90.0,37.05,,,,,-199.21023999999997,-131.75699999999998,-374.251,-349.33399999999995,-inf,-96.22,-169.56099999999998,-inf,-inf
3963,J1a,mid,8670,0,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
3964,J1b,high,18144,0,0,73.4,131.86,57.4,15.3,80.4,108.6,62.4,62.2,,,,,,,,,,,-230.38120000000004,-154.842,-434.30800000000005,-405.46399999999994,-inf,-inf,-inf,-inf,-inf
3965,J2,low,3176,0,1,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3966,J2,mid,8147,0,0,46.8,91.526,36.6,9.75,53.8,69.75,41.6,40.0,35.0,5.4,65.0,3.5,45.0,24.75,40.0,5.0,,,-157.14692,-98.28899999999999,-286.307,-267.86,-102.86800000000001,-74.82,-93.595,-102.0,-inf
3967,J5,mid,8344,0,0,20.9,52.755,16.3,4.35,27.9,31.95,21.3,18.4,15.0,3.24,30.0,3.5,,,,,15.0,5.61,-86.5521,-43.11899999999999,-142.24,-133.658,-45.400800000000004,-37.37,-inf,-inf,-52.366200000000006
3968,J1a,high,26895,0,1,105.4,176.135,82.3,21.95,112.4,155.15,87.3,88.8,75.0,10.28,,,,,,,,,-312.45169999999996,-222.551,-612.089,-570.2259999999999,-218.59760000000003,-inf,-inf,-inf,-inf
